Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
STRATHCONA JUNCTION,53.5082,-113.49469,Assault,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.23
MACEWAN,53.428746,-113.526948,Assault,October,2016,Q4,260.0,364.0,123.0,106.0,189.0,133.0,253.0,2025.0,191.0,364.0,30.0,1436.0,69.0,274.0,360.0,187.0,128.0,104.0,37.0,11.0,1064.0,1,1.304
KILLARNEY,53.588489,-113.479568,Assault,October,2016,Q4,265.0,262.0,97.0,70.0,66.0,196.0,145.0,1052.0,244.0,310.0,63.0,1582.0,179.0,284.0,216.0,64.0,29.0,11.0,4.0,2.0,905.0,5,3.27
CALLINGWOOD NORTH,53.507598,-113.623025,Robbery,January,2016,Q1,152.0,167.0,56.0,37.0,56.0,52.0,117.0,882.0,134.0,177.0,29.0,517.0,126.0,247.0,207.0,50.0,14.0,8.0,5.0,2.0,450.0,1,1.284
DELWOOD,53.595949,-113.45513,Assault,March,2016,Q1,103.0,161.0,79.0,56.0,45.0,59.0,142.0,764.0,120.0,588.0,39.0,1157.0,113.0,194.0,146.0,71.0,35.0,40.0,10.0,4.0,723.0,1,1.73
MEYOKUMIN,53.450113,-113.427258,Assault,June,2016,Q2,103.0,182.0,83.0,65.0,58.0,62.0,156.0,778.0,122.0,244.0,34.0,1133.0,63.0,171.0,168.0,79.0,38.0,31.0,7.0,3.0,455.0,3,2.062
STEINHAUER,53.464529,-113.505938,Sexual Assaults,March,2016,Q1,89.0,139.0,77.0,72.0,115.0,65.0,131.0,670.0,93.0,332.0,20.0,324.0,35.0,81.0,95.0,60.0,38.0,33.0,16.0,14.0,403.0,1,1.024
QUEEN MARY PARK,53.553321,-113.519654,Robbery,November,2016,Q4,230.0,164.0,57.0,44.0,332.0,96.0,356.0,1971.0,510.0,376.0,119.0,2691.0,587.0,488.0,294.0,92.0,55.0,43.0,10.0,11.0,2367.0,1,2.638
CANORA,53.546193,-113.584215,Assault,March,2016,Q1,98.0,120.0,39.0,31.0,39.0,51.0,111.0,674.0,187.0,194.0,74.0,1556.0,120.0,151.0,97.0,32.0,21.0,7.0,3.0,3.0,1076.0,8,4.55
CANORA,53.546193,-113.584215,Assault,January,2016,Q1,98.0,120.0,39.0,31.0,39.0,51.0,111.0,674.0,187.0,194.0,74.0,1556.0,120.0,151.0,97.0,32.0,21.0,7.0,3.0,3.0,1076.0,9,4.858
MEYONOHK,53.455342,-113.457243,Sexual Assaults,June,2016,Q2,94.0,151.0,59.0,53.0,53.0,73.0,126.0,659.0,77.0,239.0,30.0,1246.0,47.0,138.0,156.0,62.0,23.0,28.0,8.0,0.0,650.0,1,1.172
MCCAULEY,53.554605,-113.485098,Sexual Assaults,July,2016,Q3,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,1,6.788
PATRICIA HEIGHTS,53.507564,-113.592293,Assault,October,2016,Q4,96.0,137.0,45.0,34.0,67.0,41.0,83.0,531.0,52.0,162.0,8.0,469.0,15.0,47.0,65.0,34.0,23.0,36.0,17.0,19.0,411.0,2,1.528
CALGARY TRAIL NORTH,53.490156,-113.494069,Assault,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.91
WESTVIEW VILLAGE,53.552222,-113.696668,Assault,September,2016,Q3,62.0,69.0,30.0,22.0,10.0,30.0,90.0,490.0,134.0,235.0,55.0,930.0,85.0,121.0,114.0,16.0,17.0,5.0,0.0,1.0,684.0,1,1.998
LARKSPUR,53.48021,-113.38124,Assault,August,2016,Q3,244.0,394.0,166.0,181.0,219.0,179.0,277.0,1981.0,242.0,397.0,48.0,786.0,80.0,253.0,339.0,186.0,94.0,105.0,40.0,30.0,594.0,1,1.886
BANNERMAN,53.60395,-113.378624,Sexual Assaults,October,2016,Q4,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,1,1.318
THORNCLIFF,53.516698,-113.622828,Robbery,August,2016,Q3,137.0,203.0,94.0,75.0,67.0,70.0,146.0,967.0,137.0,258.0,51.0,1349.0,45.0,96.0,84.0,32.0,27.0,14.0,6.0,5.0,956.0,1,1.738
SHERWOOD,53.529102,-113.584145,Assault,June,2016,Q2,53.0,52.0,14.0,22.0,21.0,9.0,54.0,316.0,51.0,124.0,12.0,610.0,42.0,96.0,90.0,41.0,32.0,22.0,3.0,1.0,310.0,2,1.782
MEYOKUMIN,53.450113,-113.427258,Assault,March,2016,Q1,103.0,182.0,83.0,65.0,58.0,62.0,156.0,778.0,122.0,244.0,34.0,1133.0,63.0,171.0,168.0,79.0,38.0,31.0,7.0,3.0,455.0,2,2.028
KENNEDALE INDUSTRIAL,53.590871,-113.423376,Assault,March,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.326
SILVER BERRY,53.461159,-113.381406,Assault,January,2016,Q1,300.0,464.0,165.0,126.0,117.0,167.0,226.0,1631.0,207.0,186.0,30.0,5382.0,40.0,163.0,277.0,202.0,92.0,61.0,19.0,13.0,1646.0,1,1.934
MEYOKUMIN,53.450113,-113.427258,Assault,November,2016,Q4,103.0,182.0,83.0,65.0,58.0,62.0,156.0,778.0,122.0,244.0,34.0,1133.0,63.0,171.0,168.0,79.0,38.0,31.0,7.0,3.0,455.0,1,1.96
CASSELMAN,53.611349,-113.424132,Assault,November,2016,Q4,234.0,243.0,121.0,113.0,115.0,100.0,199.0,1267.0,153.0,337.0,63.0,700.0,175.0,283.0,265.0,93.0,55.0,33.0,14.0,2.0,467.0,3,1.558
LORELEI,53.624593,-113.504466,Assault,August,2016,Q3,282.0,309.0,123.0,91.0,123.0,164.0,169.0,1255.0,179.0,448.0,47.0,944.0,166.0,352.0,274.0,89.0,52.0,41.0,10.0,6.0,425.0,1,1.678
CALLINGWOOD SOUTH,53.500515,-113.623031,Sexual Assaults,January,2016,Q1,237.0,250.0,88.0,67.0,61.0,93.0,221.0,1200.0,241.0,447.0,61.0,2542.0,265.0,439.0,344.0,89.0,29.0,16.0,7.0,4.0,1646.0,1,1.358
QUEEN MARY PARK,53.553321,-113.519654,Robbery,May,2016,Q2,230.0,164.0,57.0,44.0,332.0,96.0,356.0,1971.0,510.0,376.0,119.0,2691.0,587.0,488.0,294.0,92.0,55.0,43.0,10.0,11.0,2367.0,2,2.036
CARLETON SQUARE INDUSTRIAL,53.57343,-113.608881,Sexual Assaults,December,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.114
MACTAGGART,53.437903,-113.561047,Robbery,January,2016,Q1,148.0,221.0,68.0,65.0,74.0,93.0,137.0,754.0,77.0,222.0,13.0,245.0,26.0,69.0,84.0,46.0,48.0,68.0,34.0,89.0,254.0,1,1.168
CANORA,53.546193,-113.584215,Assault,May,2016,Q2,98.0,120.0,39.0,31.0,39.0,51.0,111.0,674.0,187.0,194.0,74.0,1556.0,120.0,151.0,97.0,32.0,21.0,7.0,3.0,3.0,1076.0,4,4.414
KENNEDALE INDUSTRIAL,53.590871,-113.423376,Assault,February,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.388
WEINLOS,53.459907,-113.413836,Robbery,January,2016,Q1,80.0,131.0,90.0,77.0,74.0,85.0,139.0,916.0,104.0,294.0,43.0,1275.0,28.0,100.0,102.0,42.0,17.0,26.0,6.0,5.0,839.0,1,1.37
CASSELMAN,53.611349,-113.424132,Assault,February,2016,Q1,234.0,243.0,121.0,113.0,115.0,100.0,199.0,1267.0,153.0,337.0,63.0,700.0,175.0,283.0,265.0,93.0,55.0,33.0,14.0,2.0,467.0,2,1.514
TAWA,53.461933,-113.427712,Assault,October,2016,Q4,67.0,77.0,36.0,34.0,30.0,38.0,96.0,540.0,68.0,340.0,17.0,689.0,91.0,166.0,146.0,35.0,22.0,17.0,2.0,1.0,456.0,2,3.282
EDGEMONT,53.469743,-113.670843,Assault,April,2016,Q2,103.0,61.0,29.0,22.0,22.0,34.0,46.0,323.0,19.0,47.0,1.0,829.0,4.0,31.0,71.0,48.0,32.0,47.0,23.0,11.0,271.0,1,1.108
MCCAULEY,53.554605,-113.485098,Homicide,May,2016,Q2,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,2,10.78
MACEWAN,53.428746,-113.526948,Assault,August,2016,Q3,260.0,364.0,123.0,106.0,189.0,133.0,253.0,2025.0,191.0,364.0,30.0,1436.0,69.0,274.0,360.0,187.0,128.0,104.0,37.0,11.0,1064.0,1,1.398
RURAL NORTH EAST HORSE HILL,53.678364,-113.312513,Sexual Assaults,July,2016,Q3,8.0,9.0,1.0,2.0,2.0,3.0,4.0,21.0,1.0,14.0,3.0,527.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,123.0,1,1.264
BELMONT,53.593124,-113.394379,Robbery,May,2016,Q2,268.0,397.0,137.0,116.0,79.0,143.0,237.0,1455.0,292.0,475.0,58.0,1565.0,132.0,263.0,231.0,125.0,68.0,51.0,7.0,11.0,1070.0,3,1.404
RIDEAU PARK,53.479032,-113.505933,Robbery,January,2016,Q1,45.0,68.0,29.0,36.0,51.0,19.0,95.0,474.0,94.0,423.0,235.0,412.0,152.0,173.0,128.0,39.0,28.0,23.0,15.0,4.0,524.0,1,1.704
EMPIRE PARK,53.484366,-113.505859,Assault,November,2016,Q4,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,4,3.266
OTTEWELL,53.531285,-113.430746,Sexual Assaults,October,2016,Q4,194.0,231.0,112.0,136.0,151.0,114.0,319.0,1613.0,167.0,943.0,48.0,1701.0,200.0,314.0,361.0,181.0,135.0,132.0,45.0,33.0,1088.0,1,1.074
BELLEVUE,53.566417,-113.445942,Robbery,November,2016,Q4,35.0,45.0,21.0,10.0,29.0,16.0,50.0,302.0,34.0,90.0,10.0,359.0,39.0,58.0,68.0,41.0,24.0,16.0,11.0,8.0,216.0,1,1.222
JASPER PARK,53.52307,-113.584105,Robbery,June,2016,Q2,61.0,67.0,25.0,29.0,30.0,37.0,90.0,512.0,53.0,189.0,40.0,622.0,104.0,127.0,118.0,27.0,25.0,12.0,6.0,6.0,412.0,2,1.626
BARANOW,53.605734,-113.536103,Sexual Assaults,September,2016,Q3,63.0,41.0,16.0,4.0,23.0,30.0,42.0,309.0,42.0,210.0,17.0,980.0,144.0,143.0,94.0,18.0,11.0,5.0,2.0,3.0,555.0,2,1.548
UNIVERSITY OF ALBERTA FARM,53.498184,-113.532001,Assault,March,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3
ALLENDALE,53.502277,-113.504821,Robbery,November,2016,Q4,55.0,59.0,46.0,36.0,90.0,33.0,87.0,645.0,66.0,197.0,22.0,1403.0,66.0,112.0,123.0,59.0,30.0,33.0,11.0,9.0,815.0,1,1.29
BELMEAD,53.525603,-113.641015,Assault,February,2016,Q1,151.0,272.0,143.0,121.0,123.0,108.0,247.0,1225.0,146.0,434.0,56.0,1599.0,131.0,231.0,201.0,102.0,65.0,52.0,25.0,10.0,825.0,1,2.004
EAUX CLAIRES,53.621639,-113.485637,Assault,August,2016,Q3,142.0,185.0,97.0,85.0,147.0,92.0,132.0,1170.0,100.0,246.0,26.0,1005.0,56.0,166.0,222.0,95.0,55.0,45.0,23.0,20.0,570.0,1,1.872
SATOO,53.446373,-113.458892,Assault,October,2016,Q4,122.0,200.0,92.0,108.0,90.0,82.0,187.0,979.0,133.0,403.0,23.0,863.0,73.0,160.0,228.0,100.0,70.0,39.0,13.0,11.0,531.0,1,1.594
CAMERON HEIGHTS,53.474127,-113.634359,Sexual Assaults,June,2016,Q2,135.0,203.0,41.0,40.0,39.0,74.0,62.0,739.0,35.0,97.0,2.0,176.0,2.0,10.0,22.0,26.0,31.0,36.0,23.0,46.0,344.0,1,1.088
EMPIRE PARK,53.484366,-113.505859,Sexual Assaults,May,2016,Q2,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,1,2.064
WESTMOUNT,53.549995,-113.539976,Assault,May,2016,Q2,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,5,3.814
LYMBURN,53.507532,-113.6423,Robbery,April,2016,Q2,244.0,360.0,162.0,163.0,183.0,161.0,391.0,1967.0,235.0,447.0,64.0,1315.0,141.0,346.0,418.0,227.0,136.0,115.0,41.0,21.0,682.0,1,1.1
SUMMERSIDE,53.417528,-113.461227,Robbery,March,2016,Q1,967.0,1157.0,348.0,273.0,307.0,398.0,491.0,4517.0,368.0,354.0,41.0,4139.0,82.0,332.0,735.0,498.0,355.0,393.0,133.0,130.0,1833.0,1,1.484
MCARTHUR INDUSTRIAL,53.594324,-113.564262,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.334
BRINTNELL,53.621394,-113.407114,Assault,September,2016,Q3,376.0,539.0,188.0,137.0,120.0,138.0,233.0,1843.0,132.0,158.0,23.0,2595.0,22.0,60.0,148.0,98.0,63.0,81.0,34.0,9.0,1581.0,1,1.314
BLATCHFORD AREA,53.571985,-113.516997,Assault,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.994
ALBANY,53.632382,-113.549464,Assault,June,2016,Q2,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2,1.332
DOMINION INDUSTRIAL,53.57583,-113.571851,Robbery,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.222
WOODCROFT,53.564595,-113.558327,Robbery,May,2016,Q2,76.0,88.0,40.0,35.0,56.0,30.0,96.0,522.0,63.0,579.0,36.0,523.0,214.0,121.0,107.0,32.0,24.0,29.0,6.0,5.0,642.0,2,2.186
MEYONOHK,53.455342,-113.457243,Assault,April,2016,Q2,94.0,151.0,59.0,53.0,53.0,73.0,126.0,659.0,77.0,239.0,30.0,1246.0,47.0,138.0,156.0,62.0,23.0,28.0,8.0,0.0,650.0,1,1.466
CANON RIDGE,53.578789,-113.379217,Sexual Assaults,March,2016,Q1,119.0,116.0,34.0,17.0,39.0,27.0,61.0,867.0,200.0,198.0,9.0,460.0,27.0,125.0,139.0,109.0,72.0,31.0,9.0,1.0,516.0,1,1.114
KEHEEWIN,53.450243,-113.504513,Robbery,August,2016,Q3,44.0,81.0,24.0,37.0,56.0,38.0,92.0,500.0,46.0,441.0,18.0,1125.0,68.0,144.0,138.0,70.0,33.0,38.0,14.0,15.0,695.0,1,1.382
GARNEAU,53.519911,-113.513536,Assault,March,2016,Q1,109.0,105.0,24.0,17.0,1621.0,60.0,268.0,1732.0,287.0,538.0,45.0,4984.0,1044.0,523.0,423.0,132.0,78.0,89.0,33.0,61.0,3183.0,4,2.02
ELLERSLIE,53.428545,-113.457731,Robbery,April,2016,Q2,319.0,452.0,129.0,81.0,123.0,154.0,213.0,1707.0,194.0,166.0,17.0,1985.0,41.0,148.0,290.0,138.0,71.0,56.0,19.0,7.0,1213.0,1,1.08
TERRACE HEIGHTS,53.542081,-113.437801,Assault,May,2016,Q2,60.0,67.0,28.0,23.0,44.0,21.0,69.0,503.0,77.0,245.0,37.0,1250.0,111.0,118.0,99.0,42.0,32.0,40.0,15.0,7.0,684.0,1,2.306
SHERBROOKE,53.575663,-113.547286,Sexual Assaults,February,2016,Q1,96.0,127.0,49.0,32.0,57.0,55.0,113.0,801.0,81.0,238.0,31.0,913.0,61.0,106.0,116.0,52.0,28.0,23.0,6.0,4.0,670.0,2,1.152
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,March,2016,Q1,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,10,4.14
CLAREVIEW TOWN CENTRE,53.601948,-113.406891,Sexual Assaults,November,2016,Q4,142.0,137.0,49.0,33.0,140.0,70.0,172.0,888.0,129.0,93.0,20.0,1462.0,99.0,161.0,190.0,92.0,31.0,24.0,7.0,4.0,814.0,2,1.284
BRITANNIA YOUNGSTOWN,53.546295,-113.60151,Assault,April,2016,Q2,156.0,159.0,65.0,55.0,69.0,70.0,192.0,1104.0,253.0,370.0,104.0,2142.0,207.0,223.0,190.0,67.0,31.0,17.0,2.0,5.0,1475.0,6,4.356
MCLEOD,53.610353,-113.436671,Assault,June,2016,Q2,76.0,72.0,63.0,53.0,41.0,56.0,156.0,642.0,91.0,429.0,26.0,521.0,85.0,155.0,143.0,70.0,42.0,39.0,6.0,5.0,317.0,1,1.916
KINOKAMAU PLAINS AREA,53.585084,-113.620441,Sexual Assaults,March,2016,Q1,0.0,8.0,1.0,1.0,1.0,27.0,5.0,27.0,14.0,27.0,1.0,0.0,0.0,9.0,35.0,1.0,0.0,0.0,1.0,2.0,1.0,1,1.052
MALMO PLAINS,53.485677,-113.528992,Assault,April,2016,Q2,183.0,187.0,61.0,54.0,266.0,75.0,123.0,769.0,100.0,318.0,13.0,1077.0,58.0,178.0,163.0,63.0,42.0,46.0,20.0,16.0,644.0,1,1.178
INGLEWOOD,53.564606,-113.540852,Assault,October,2016,Q4,190.0,237.0,70.0,47.0,129.0,58.0,366.0,2108.0,329.0,642.0,157.0,1589.0,521.0,536.0,305.0,178.0,188.0,180.0,97.0,98.0,1362.0,6,5.414
ALDERGROVE,53.516888,-113.641242,Assault,January,2016,Q1,290.0,348.0,126.0,108.0,168.0,113.0,271.0,1711.0,223.0,451.0,61.0,1110.0,119.0,266.0,284.0,135.0,72.0,49.0,22.0,12.0,952.0,4,2.032
ELLERSLIE,53.428545,-113.457731,Sexual Assaults,December,2016,Q4,319.0,452.0,129.0,81.0,123.0,154.0,213.0,1707.0,194.0,166.0,17.0,1985.0,41.0,148.0,290.0,138.0,71.0,56.0,19.0,7.0,1213.0,1,1.032
BRITANNIA YOUNGSTOWN,53.546295,-113.60151,Assault,June,2016,Q2,156.0,159.0,65.0,55.0,69.0,70.0,192.0,1104.0,253.0,370.0,104.0,2142.0,207.0,223.0,190.0,67.0,31.0,17.0,2.0,5.0,1475.0,6,4.062
OLIVER,53.541983,-113.523994,Robbery,May,2016,Q2,215.0,136.0,44.0,45.0,658.0,156.0,667.0,5465.0,554.0,2343.0,204.0,7636.0,1413.0,1611.0,1505.0,537.0,277.0,231.0,91.0,120.0,6716.0,3,4.542
CLAREVIEW TOWN CENTRE,53.601948,-113.406891,Sexual Assaults,July,2016,Q3,142.0,137.0,49.0,33.0,140.0,70.0,172.0,888.0,129.0,93.0,20.0,1462.0,99.0,161.0,190.0,92.0,31.0,24.0,7.0,4.0,814.0,2,1.222
EDMONTON ENERGY AND TECHNOLOGY PARK,53.678232,-113.38006,Assault,June,2016,Q2,1.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,3.0,4.0,1.0,289.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,4,3.468
ALBERTA AVENUE,53.568485,-113.485119,Assault,November,2016,Q4,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,9,8.898
ORMSBY PLACE,53.499106,-113.642761,Assault,January,2016,Q1,176.0,280.0,125.0,119.0,179.0,90.0,326.0,1433.0,185.0,392.0,45.0,2014.0,107.0,216.0,246.0,117.0,96.0,97.0,41.0,34.0,946.0,1,1.664
WESTMOUNT,53.549995,-113.539976,Assault,October,2016,Q4,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,6,3.842
PLACE LARUE,53.539008,-113.633323,Robbery,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.01
CROMDALE,53.559061,-113.469043,Sexual Assaults,September,2016,Q3,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,1,1.298
SPRUCE AVENUE,53.564635,-113.499502,Robbery,September,2016,Q3,30.0,29.0,14.0,19.0,54.0,21.0,65.0,288.0,62.0,105.0,22.0,1173.0,92.0,98.0,62.0,21.0,14.0,14.0,5.0,2.0,449.0,2,3.58
SUMMERLEA,53.525627,-113.622633,Sexual Assaults,February,2016,Q1,51.0,73.0,36.0,48.0,52.0,38.0,97.0,592.0,82.0,314.0,33.0,615.0,94.0,194.0,157.0,42.0,36.0,23.0,12.0,4.0,354.0,2,1.888
ALBERTA AVENUE,53.568485,-113.485119,Assault,December,2016,Q4,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,11,8.906
UNIVERSITY OF ALBERTA,53.523577,-113.522847,Sexual Assaults,May,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.516
BEVERLY HEIGHTS,53.564122,-113.402652,Robbery,July,2016,Q3,101.0,138.0,53.0,43.0,52.0,89.0,150.0,883.0,215.0,722.0,116.0,622.0,265.0,329.0,130.0,43.0,17.0,18.0,5.0,3.0,822.0,1,1.22
NORTHMOUNT,53.603205,-113.479629,Assault,October,2016,Q4,83.0,132.0,64.0,54.0,47.0,65.0,121.0,580.0,97.0,519.0,21.0,1409.0,65.0,125.0,129.0,57.0,24.0,25.0,7.0,3.0,866.0,3,2.72
BOYLE STREET,53.547631,-113.479263,Assault,February,2016,Q1,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,12,10.724
BALWIN,53.587951,-113.455075,Assault,January,2016,Q1,192.0,240.0,85.0,74.0,65.0,81.0,206.0,823.0,303.0,382.0,76.0,1295.0,321.0,282.0,175.0,53.0,35.0,12.0,8.0,4.0,654.0,9,3.11
ARMSTRONG INDUSTRIAL,53.565863,-113.621263,Sexual Assaults,August,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,1.18
CHARLESWORTH,53.428544,-113.41813,Assault,January,2016,Q1,376.0,401.0,109.0,103.0,127.0,177.0,177.0,1693.0,197.0,122.0,13.0,1967.0,51.0,188.0,340.0,179.0,108.0,107.0,38.0,31.0,826.0,2,1.52
SHERBROOKE,53.575663,-113.547286,Assault,December,2016,Q4,96.0,127.0,49.0,32.0,57.0,55.0,113.0,801.0,81.0,238.0,31.0,913.0,61.0,106.0,116.0,52.0,28.0,23.0,6.0,4.0,670.0,2,1.43
BOYLE STREET,53.547631,-113.479263,Sexual Assaults,August,2016,Q3,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,4,2.068
MCCAULEY,53.554605,-113.485098,Assault,February,2016,Q1,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,18,18.156
CLAREVIEW TOWN CENTRE,53.601948,-113.406891,Assault,June,2016,Q2,142.0,137.0,49.0,33.0,140.0,70.0,172.0,888.0,129.0,93.0,20.0,1462.0,99.0,161.0,190.0,92.0,31.0,24.0,7.0,4.0,814.0,4,2.246
RURAL NORTH EAST HORSE HILL,53.678364,-113.312513,Assault,September,2016,Q3,8.0,9.0,1.0,2.0,2.0,3.0,4.0,21.0,1.0,14.0,3.0,527.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,123.0,1,1.868
GLENWOOD,53.536417,-113.60277,Robbery,October,2016,Q4,176.0,244.0,102.0,93.0,85.0,78.0,248.0,1302.0,225.0,647.0,78.0,1701.0,404.0,435.0,251.0,83.0,34.0,26.0,6.0,2.0,943.0,1,2.92
HIGHLANDS,53.565999,-113.430171,Robbery,August,2016,Q3,94.0,139.0,38.0,53.0,70.0,39.0,147.0,915.0,95.0,420.0,25.0,510.0,72.0,137.0,170.0,108.0,74.0,70.0,36.0,35.0,500.0,1,1.676
HIGHLANDS,53.565999,-113.430171,Assault,September,2016,Q3,94.0,139.0,38.0,53.0,70.0,39.0,147.0,915.0,95.0,420.0,25.0,510.0,72.0,137.0,170.0,108.0,74.0,70.0,36.0,35.0,500.0,3,2.384
STRATHCONA JUNCTION,53.5082,-113.49469,Sexual Assaults,February,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.162
EDMONTON NORTHLANDS,53.568372,-113.456446,Assault,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.302
TERRA LOSA,53.533293,-113.622178,Assault,June,2016,Q2,51.0,51.0,20.0,16.0,38.0,38.0,104.0,604.0,79.0,582.0,32.0,608.0,158.0,265.0,198.0,62.0,23.0,22.0,7.0,2.0,565.0,1,1.558
DAVIES INDUSTRIAL WEST,53.498436,-113.45036,Assault,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.326
